run,type,module,name,attrname,attrvalue,value
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,rcvdPkFromHL:count,source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,rcvdPkFromHL:count,title,"packets received from higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.ppp[0].ppp,passedUpPk:count,,,18484
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,passedUpPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,passedUpPk:count,source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,passedUpPk:count,title,"packets passed to higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.ppp[0].ppp,passedUpPk:sum(packetBytes),,,1779264
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,passedUpPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,passedUpPk:sum(packetBytes),source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.ppp[0].ppp,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.queue,dropPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,dropPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,dropPk:count,source,dropPkByQueue,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,dropPk:count,title,"dropped packets, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.queue,dropPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,dropPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,dropPk:sum(packetBytes),source,dropPkByQueue,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,dropPk:sum(packetBytes),title,"dropped packets, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.queue,queueLength:max,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,queueLength:max,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,queueLength:max,title,"queue length, max",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.queue,queueLength:timeavg,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,queueLength:timeavg,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,queueLength:timeavg,title,"queue length, timeavg",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.queue,rcvdPk:count,,,18484
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,rcvdPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,rcvdPk:count,title,"received packets, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.queue,rcvdPk:sum(packetBytes),,,1261712
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,rcvdPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.queue,rcvdPk:sum(packetBytes),title,"received packets, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,txState:timeavg,,,1.8548e-06
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,txState:timeavg,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,txState:timeavg,title,"tx state, timeavg",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,droppedPkIfaceDown:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkIfaceDown:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkIfaceDown:count,source,dropPkIfaceDown,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkIfaceDown:count,title,"packets dropped/interface down, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,droppedPkIfaceDown:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkIfaceDown:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkIfaceDown:sum(packetBytes),source,dropPkIfaceDown,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkIfaceDown:sum(packetBytes),title,"packets dropped/interface down, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,droppedPkBitError:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkBitError:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkBitError:count,source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkBitError:count,title,"packets dropped/bit error, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,droppedPkBitError:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkBitError:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkBitError:sum(packetBytes),source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,droppedPkBitError:sum(packetBytes),title,"packets dropped/bit error, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,rxPkOk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rxPkOk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rxPkOk:count,source,rxPkOk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rxPkOk:count,title,"packets received OK, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,rxPkOk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rxPkOk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rxPkOk:sum(packetBytes),source,rxPkOk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rxPkOk:sum(packetBytes),title,"packets received OK, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,txPk:count,,,18484
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,txPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,txPk:count,source,packetSentToLower,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,txPk:count,title,"packets transmitted, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,txPk:sum(packetBytes),,,1391100
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,txPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,txPk:sum(packetBytes),source,packetSentToLower,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,txPk:sum(packetBytes),title,"packets transmitted, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,rcvdPkFromHL:count,,,18484
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rcvdPkFromHL:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rcvdPkFromHL:count,source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rcvdPkFromHL:count,title,"packets received from higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,rcvdPkFromHL:sum(packetBytes),,,1261712
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rcvdPkFromHL:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rcvdPkFromHL:sum(packetBytes),source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,rcvdPkFromHL:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,passedUpPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,passedUpPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,passedUpPk:count,source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,passedUpPk:count,title,"packets passed to higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.pppInterface.ppp,passedUpPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,passedUpPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,passedUpPk:sum(packetBytes),source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.pppInterface.ppp,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.udp,droppedPkBadChecksum:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,droppedPkBadChecksum:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,droppedPkBadChecksum:count,title,"packets dropped (checksum error), count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.udp,droppedPkWrongPort:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,droppedPkWrongPort:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,droppedPkWrongPort:count,title,"packets dropped (wrong port), count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.udp,passedUpPk:count,,,18484
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,passedUpPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,passedUpPk:count,title,"packets passed up, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.udp,rcvdPk:count,,,18484
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,rcvdPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,rcvdPk:count,source,rcvdPk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,rcvdPk:count,title,"packets received, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.udp,rcvdPk:sum(packetBytes),,,1409584
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,rcvdPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,rcvdPk:sum(packetBytes),source,rcvdPk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,rcvdPk:sum(packetBytes),title,"packets received, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.udp,sentPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,sentPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,sentPk:count,source,sentPk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,sentPk:count,title,"packets sent, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.pgw.udp,sentPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,sentPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,sentPk:sum(packetBytes),source,sentPk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.pgw.udp,sentPk:sum(packetBytes),title,"packets sent, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.pdcpRrc,sentPacketToLowerLayer:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,sentPacketToLowerLayer:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,sentPacketToLowerLayer:count,source,sentPacketToLowerLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.pdcpRrc,sentPacketToLowerLayer:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,sentPacketToLowerLayer:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,sentPacketToLowerLayer:sum(packetBytes),source,sentPacketToLowerLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.pdcpRrc,sentPacketToUpperLayer:count,,,18484
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,sentPacketToUpperLayer:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,sentPacketToUpperLayer:count,source,sentPacketToUpperLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.pdcpRrc,sentPacketToUpperLayer:sum(packetBytes),,,1261712
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,sentPacketToUpperLayer:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,sentPacketToUpperLayer:sum(packetBytes),source,sentPacketToUpperLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromLowerLayer:count,,,18484
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromLowerLayer:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromLowerLayer:count,source,receivedPacketFromLowerLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromLowerLayer:sum(packetBytes),,,1280196
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromLowerLayer:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromLowerLayer:sum(packetBytes),source,receivedPacketFromLowerLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromUpperLayer:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromUpperLayer:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromUpperLayer:count,source,receivedPacketFromUpperLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromUpperLayer:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromUpperLayer:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.pdcpRrc,receivedPacketFromUpperLayer:sum(packetBytes),source,receivedPacketFromUpperLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcPduPacketLossDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduPacketLossDl:mean,source,rlcPduPacketLossDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduPacketLossDl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduPacketLossDl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcPduPacketLossUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduPacketLossUl:mean,source,rlcPduPacketLossUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduPacketLossUl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduPacketLossUl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcPduThroughputUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduThroughputUl:mean,source,rlcPduThroughputUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduThroughputUl:mean,title,"Throughput at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduThroughputUl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcPduDelayUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduDelayUl:mean,source,rlcPduDelayUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduDelayUl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduDelayUl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcPduThroughputDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduThroughputDl:mean,source,rlcPduThroughputDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduThroughputDl:mean,title,"Throughput at the rlc layer DL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduThroughputDl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcPduDelayDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduDelayDl:mean,source,rlcPduDelayDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduDelayDl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPduDelayDl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcCellPacketLossUl:mean,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellPacketLossUl:mean,source,rlcCellPacketLossUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellPacketLossUl:mean,title,"rlc Cell Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellPacketLossUl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcCellPacketLossDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellPacketLossDl:mean,source,rlcCellPacketLossDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellPacketLossDl:mean,title,"rlc Cell Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellPacketLossDl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcCellThroughputDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellThroughputDl:mean,source,rlcCellThroughputDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellThroughputDl:mean,title,"Cell Throughput at the rlc layer DL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellThroughputDl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcCellThroughputUl:mean,,,2089.202376183
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellThroughputUl:mean,source,rlcCellThroughputUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellThroughputUl:mean,title,"Cell Throughput at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcCellThroughputUl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcPacketLossTotal:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPacketLossTotal:mean,source,rlcPacketLossTotal,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPacketLossTotal:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPacketLossTotal:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcPacketLossDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPacketLossDl:mean,source,rlcPacketLossDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPacketLossDl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPacketLossDl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcPacketLossUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPacketLossUl:mean,source,rlcPacketLossUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPacketLossUl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcPacketLossUl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcThroughputUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcThroughputUl:mean,source,rlcThroughputUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcThroughputUl:mean,title,"Throughput at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcThroughputUl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcDelayUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcDelayUl:mean,source,rlcDelayUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcDelayUl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcDelayUl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcThroughputDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcThroughputDl:mean,source,rlcThroughputDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcThroughputDl:mean,title,"Throughput at the rlc layer DL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcThroughputDl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.eNB.lteNic.rlc.um,rlcDelayDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcDelayDl:mean,source,rlcDelayDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcDelayDl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.eNB.lteNic.rlc.um,rlcDelayDl:mean,unit,s,
